humanLabel,genderLabel,label
Antonín Janda,male,teacher
Leopold Reček,male,teacher
Rudolf Svoboda,male,teacher
Josef Slavíček,male,teacher
Margarete Fromm,female,teacher
Jürgen Sternsdorff,male,teacher
Ludwig Köhnlein,male,teacher
Karl Föste,male,teacher
Christof Thöny,male,teacher
Julius Röttig,male,teacher
Dietrich Humrich,male,teacher
Adolf Hermann Johannes Messner,male,teacher
Wilhelm Grass,male,teacher
Herbert Döring,male,teacher
Heinz Ganz-Ohlig,male,teacher
Edwin Lepp,male,teacher
Johannes Wielgoß,male,teacher
Christian Machek,male,teacher
Oskar Scholze,male,teacher
Hans-Jürgen Schmidt,male,teacher
Alexander Hanisch-Wolfram,male,teacher
Karl Ramsmaier,male,teacher
Kurt Witzenbacher,male,teacher
Georg Schrott,male,teacher
Johannes Höhne,male,teacher
Walter Ansbacher,male,teacher
Jean Kuntzmann,male,teacher
Abeozen,male,teacher
Charles-Robert Ageron,male,teacher
Philippe Lejeune,male,teacher
Jérôme Bourdon,male,teacher
André Sainte-Laguë,male,teacher
Michel Winock,male,teacher
Henri Romagnesi,male,teacher
Jean-Claude Margueron,male,teacher
François Roth,male,teacher
Gaston Zink,male,teacher
Jean-Jacques Becker,male,teacher
Michel Vovelle,male,teacher
Bartolomé Bennassar,male,teacher
Pierre Dugac,male,teacher
Robert Kühner,male,teacher
Albert-Claude Bay,male,teacher
Arthur Chalamet,male,teacher
Benjamin Coriat,male,teacher
Bernard Hours,male,teacher
Camille Lebossé,male,teacher
Emmanuelle Baumgartner,female,teacher
Gaël Milin,male,teacher
Henri Bresc,male,teacher
Isabelle Ricard,female,teacher
Ivan Peychès,male,teacher
Jacqueline Russ,female,teacher
Jacques Cantier,male,teacher
Jacques Debelmas,male,teacher
Jean-Claude Chevalier,male,teacher
Jean-Claude Coquet,male,teacher
Jean-David Haddad,male,teacher
Jean-Paul Brunet,male,teacher
Jeanne Doumergue,female,teacher
Joseph Pérez,male,teacher
Marcel Grosdidier de Matons,male,teacher
Marie-Hélène Lafon,female,teacher
Noël Coulet,male,teacher
Pierre Bonnassie,male,teacher
Pierre Milza,male,teacher
Vincent Duclert,male,teacher
Tatjana Aćimović,female,teacher
Henri Savall,male,teacher
Henri Muffang,male,teacher
Philippe Braunstein,male,teacher
Graziella Melchior,female,teacher
Camille Bouvart,male,teacher
Maurice Baslé,male,teacher
Adeline Daumard,female,teacher
Georges Mailhos,male,teacher
Georges Mailhos,male,teacher
Maurice Dorolle,male,teacher
Sylvie Guillaume,female,teacher
David Colon,male,teacher
Daniel Le Blévec,male,teacher
Érasme Bonnaire,male,teacher
Gabrielle Vovelle,female,teacher
Roland Breton,male,teacher
Gustave d'Hughes,male,teacher
Pierre Deyon,male,teacher
Alain Dubresson,male,teacher
René Grosso,male,teacher
Guy Avizou,male,teacher
Ernest Dugit,male,teacher
André Kozimor,male,teacher
Noël Blayau,male,teacher
Léon Lenouvel,male,teacher
Nicole Cazauran,female,teacher
Étienne Halphen,male,teacher
Émile Anzemberger,male,teacher
Paul Delens,male,teacher
Félix Villeneuve,male,teacher
Georges Bodet,male,teacher
Jean-Jacques Dupaux,male,teacher
Virginie Gohin,female,teacher
Maurice Agulhon,male,teacher
Jean-Pierre Ramette,male,teacher
Claude Prudhomme,male,teacher
Berthe Hubert,female,teacher
Roxane Borgès Da Silva,female,teacher
Sylvie Marcé,female,teacher
Jean Faury,male,teacher
Georges Gross,male,teacher
Eugène Kœssler,male,teacher
Daniel Fauvel,male,teacher
Lucile Nivat,female,teacher
Clara Martinez-Toledano,female,teacher
Ferdinand Commandeur,male,teacher
André Gamblin,male,teacher
Jean-Michel Racault,male,teacher
Michel Lesure,male,teacher
Aimé Jardry,male,teacher
Guy Richard,male,teacher
Clotilde Vassas,female,teacher
Jean-Pierre Martin,male,teacher
Q124711087,female,teacher
Jean Deroo,male,teacher
Jean Gullaud,male,teacher
Gérard Gros,male,teacher
Q135991989,male,teacher
Björn Kurtén,male,teacher
Vincenzo Gioberti,male,teacher
Pierre Varignon,male,teacher
Kikunae Ikeda,male,teacher
Jean-Jacques Ampère,male,teacher
Joseph Bédier,male,teacher
Władysław Bartoszewski,male,teacher
Frédéric Kuhlmann,male,teacher
Gilles de Roberval,male,teacher
Vincent Damodos,male,teacher
Pavel Viskovatov,male,teacher
Petrus Camper,male,teacher
Sōji Yamamoto,male,teacher
John Sparkman,male,teacher
Ours-Pierre-Armand Petit-Dufrénoy,male,teacher
Şemsettin Günaltay,male,teacher
Carlos Mota Pinto,male,teacher
Alejandro Morales,male,teacher
Raymond Williams,male,teacher
Agustín Díaz Yanes,male,teacher
Bernardo Kliksberg,male,teacher
Anton Menger,male,teacher
Alfredo Navarro,male,teacher
Johannes Falnes,male,teacher
Joseph-Nicolas Delisle,male,teacher
Shigeru Oda,male,teacher
Andrew Grove,male,teacher
Jack Halberstam,non-binary,teacher
Anna Szatkowska,female,teacher
Franz Friedrich Fronius,male,teacher
Alan Walker,male,teacher
Dick Durbin,male,teacher
George H. Bryan,male,teacher
Isaac Casaubon,male,teacher
Alma Söderhjelm,female,teacher
Fátima Rodríguez,female,teacher
Hendrik C. van de Hulst,male,teacher
Alexander Dugin,male,teacher
Louise Richardson,female,teacher
C. H. D. Buys Ballot,male,teacher
Jean Leray,male,teacher
Franz von Pitha,male,teacher
Kitasato Shibasaburō,male,teacher
Fyodor Braun,male,teacher
Tom Colbjørnsen,male,teacher
Frédéric Nicolas Duvernoy,male,teacher
Jean François Boissonade de Fontarabie,male,teacher
Dagmar Käsling,female,teacher
Ottokar Lorenz,male,teacher
Stephen Kuffler,male,teacher
Jules Pelouze,male,teacher
Eva Knardahl,female,teacher
David J. C. MacKay,male,teacher
Stanley Fischer,male,teacher
Hank Jones,male,teacher
Saharon Shelah,male,teacher
Jacques Tits,male,teacher
Gaspard de Prony,male,teacher
Ann Beattie,female,teacher
René Leriche,male,teacher
Raewyn Connell,trans woman,teacher
Thomas Cavalier-Smith,male,teacher
